response,empathy_score,fluency_score,sentiment_score
練習11係一個幾難嘅練習，並唔適合所有情況。我正係嘗試確定佢係咪適合你。你之前有冇試過練習11之後發覺佢太難？,1,0.18,0.94901666
係我地進一步討論之前，我想了解一下練習11係咪適合你。你可唔可以話俾我知你係咪已經試過練習11 ，係咪會引發任何唔開心嘅情緒？,1,0.24,0.930101466
Thank you 你提供嘅信息。你可唔可以話俾我知你最近係咪試過練習11並發現由於之前發生嘅事，呢個重新點燃了唔開心嘅情緒？,1,0.2,0.951459351
明白了，非常感謝分享。你最近係咪試過練習11跟住令到情緒爆發？,0.5,0.14,0.964862834
我理解同埋為發生呢D事而感到遺憾。你最近係咪試過練習11並發現由於之前發生嘅事而重新點燃咗負面情緒？,1,0.17,0.951459351
Thank you 你幫到我更好咁理解。我仲想知道你最近係咪試過練習11 ，如果係，你係咪發現佢弊大於利？,1,0.2,0.970875611
我想了解練習11係咪適合你。請問你最近係咪試過練習11 ，並發現呢個會帶回過去嘅唔開心情緒？,1,0.18,0.988788676
當跟住練習11嘅要求咁重新睇返你之前嘅創傷時，你有冇覺得自己嘅情緒唔舒服並且唔可以繼續？,1,0.12,0.962106977
Thank you！我認為練習11可以幫你處理呢個事件，但係有D人反映返呢個練習可能有D難。你係咪已經試過練習11 ，如果係咁樣，佢有冇激起到你困難或創傷性嘅情緒？,1,0.19,0.912689465
你最近有冇試過練習11 ，如果係咁樣，佢有冇令你感到難以控制自己嘅情緒？,0,0.16,0.938870099
我知道有時諗返過去會令人唔舒服。你係咪試過做練習11 ，如果係咁樣，你有冇覺得出現咗無法處理嘅情緒？,1,0.19,0.991231367
呢個真係好有幫助，Thank you ！你覺唔覺得做練習11會令到你覺得唔開心？,0.5,0.1,0.982149568
練習11係一個幾難嘅練習，並唔適合所有情況。我正係嘗試確定佢係咪適合你。你之前有冇試過練習11之後發覺佢太難？,1,0.18,0.949768258
係我地進一步討論之前，我想了解一下練習11係咪適合你。你可唔可以話俾我知你係咪已經試過練習11，係咪會引發任何唔開心嘅情緒？,1,0.25,0.925403983
Thank you 你提供嘅信息。你可唔可以話俾我知你最近係咪試過練習11並發現由於之前發生嘅事，呢個重新點燃咗負面情緒？,1,0.2,0.875297507
明白了，非常感謝分享。你最近係咪試過練習11跟住令到情緒爆發？,0.5,0.14,0.938870099
我理解同埋為發生呢D事而感到遺憾。你最近係咪試過練習11並發現由於之前發生嘅事而重新點燃了唔開心嘅情緒？,1,0.17,0.383940874
Thank you 你幫到我更好咁理解。我仲想知道你最近係咪試過練習11 ，如果係，你係咪發現佢弊大於利？,1,0.2,0.956156833
我想了解練習11係咪適合你。請問你最近係咪試過練習11 ，有冇發覺呢個會帶返之前負面嘅情緒？,1,0.16,0.844294125
當跟住練習11嘅要求咁重新睇返你之前嘅創傷時，你有冇覺得自己嘅情緒唔舒服並且唔可以繼續？,1,0.12,0.979017913
Thank you！我認為練習11可以幫你處理呢個事件，但係有D人反映返呢個練習可能有D難。你係咪已經試過練習11 ，如果係咁樣，佢有冇激起到你困難或創傷性嘅情緒？,1,0.19,0.86665414
,,,
多謝你咁有耐性。如果你唔介意，我仲有幾個問題想問，可以幫我進一步咁了解情況。,0.5,0.24,0.972378805
Thank you 你同我分享。我想再問你一D問題，咁樣我先可以揾到困擾你嘅根源。,1,0.15,0.927220343
而家我會問你一D問題嚟了解發生咗咩事。,0,0.19,0.84398096
多謝你分享你嘅感受。我有幾個問題可幫我去了解你嘅情況。,0.5,0.21,0.980834273
我地嘅情緒而家一致，我地將了解點樣克服佢。我想再問你一D問題，咁我可以更加好咁理解點解你會有呢種感覺。,1,0.25,0.947576099
多謝你同我分享所有嘢，我諗講關於自己嘅嘢一定好難。我想問多幾個問題去幫我更好咁了解你正係經歷緊嘅嘢。,1,0.21,0.896029062
非常多謝你同我分享關於你嘅嘢。我只需要問幾個問題就可以更好咁了解你而家正係處理嘅問題。,1,0.3,0.319616685
聽到你情緒低落，我好遺憾。我地試吓通過答幾個問題嚟揾一D可能會幫你感覺更好嘅方法好冇啊？,1,0.13,0.965614431
Thank you ，希望我可以更好咁了解你最近嘅困難。如果可以嘅話，我而家仲有幾個問題想問你。,0.5,0.23,0.867280471
多謝你俾我知道，我好感激。我而家想問幾個關於正係發生緊嘅嘢嘅問題，咁樣我就可以更好咁了解究竟發生緊咩事。,1,0.23,0.996304647
感謝分享。請俾我問你幾個問題，咁樣我可以更好咁了解我可以點樣提供幫助。,0.5,0.26,0.919641739
Thank you 你同我分享。而家我想問你一D問題，咁樣我就可以更好咁了解究竟發生緊咩事,0.5,0.18,0.828698484
我好感激你同我分享。如果你覺得合適，我希望你而家同我分享多D。,1,0.19,0.844294125
多謝你積極分享，我知道講關於自己一D都唔易。我仲有幾個問題想問，跟住試吓更好咁了解你嘅處境同埋應該點樣幫你。,1,0.2,0.973506201
我理解你好唔開心，係呢種複雜嘅情況吓呢個係完全正常嘅。我而家有幾個問題想問你，咁我可以更了解而家發生緊嘅事。,1,0.22,0.973506201
Thank you 你今日同我分享你自己！我仲有一D問題要問，咁我可以更好咁了解你嘅情況。,0.5,0.25,0.962044344
多謝你嘅分享。而家我想更好咁了解你嘅情況，所以我會問你一D問題，如果可以嘅話。,0.5,0.25,0.970938244
我明白呢個對你可能唔容易。等我地繼續討論下一個問題，並嘗試解決呢種情況。,1,0.21,0.810346987
好對唔住令你覺得難受，係我嘗試進一步調查時請耐心等待。我想再問你一D問題，咁樣我先可以更好咁了解情況。,1,0.16,0.960791682
多謝你同我分享關於你嘅嘢，我想以某種方式幫你。而家我會問一D問題去了解你嘅情況。,1,0.16,0.956783164
Thank you 你話俾我知。你介唔介意我問你一D關於呢啲感受嘅問題？,0.5,0.15,0.907804084
多謝你同我分享你嘅感受，多謝你嘅信任。如果你唔介意，我而家將會問你幾個問題去更好咁了解情況。,1,0.27,0.898847551
Thank you ！聽到你正係經歷呢個我好遺憾。我想再問一D問題，以便更好咁了解你而家嘅感受。,1,0.16,0.828322686
Thank you ，多謝你同我分享，我知道呢個可能好難。我想再問幾個問題，幫我更好咁了解你嘅情況。,1,0.2,0.917386947
多謝你對我坦白，我理解呢個可能好難。我想問多幾個問題嚟更加了解你。,1,0.26,0.967180258
我好開心你可以分享你嘅情緒。我想再問你幾個問題，可以更好咁了解情況。,1,0.18,0.933671552
我想幫你發洩你嘅唔開心。等我試吓揾吓問題嘅答案！,0.5,0.08,0.847488413
我好感激你同我分享。我想再問幾個問題，幫我去了解你嘅情況。,1,0.14,0.797131404
我好遺憾聽到你正係經歷緊呢一切。而家我會問你一D問題嚟了解發生咗咩事。,0.5,0.13,0.963923337
我好感激你同我分享。我仲有幾個問題想問，得唔得啊？,0.5,0.16,0.875297507
多謝你同我分享關於你嘅嘢，我知道對呢D事坦白可能好難。而家我會問你幾個問題，幫我更好咁了解你目前嘅情況。,1,0.19,0.996304647
多謝你到目前為止嘅回答。如果可以嘅話，我想問更多關於你嘅感受嘅問題。,1,0.29,0.383940874
好開心你可以話俾我知，Thank you ！而家，如果你冇問題，我想再問你一D嘢，咁我就可以更加清楚知道發生咗咩事。,0.5,0.23,0.937241638
我可以理解唔開心係咩感覺，並想提供幫助。如果你唔介意嘅話。,1,0.24,0.937241638
好好，Thank you 你嘅坦率和誠實。我想問一D問題，以便我更好咁了解你嘅情況。,1,0.14,0.938870099
多謝你到目前為止嘅合作。如果你同意，我想繼續提出一D問題，幫我更好咁了解你嘅情況。,1,0.23,0.926218214
你而家嘅感受係一種正常嘅情緒。我想問一D問題去了解你呢種感覺嘅原因。,1,0.21,0.635663284
多謝你到目前為止嘅耐心等待。我仲有幾個問題想問，咁可以俾我更加知道可以點樣幫你。,0.5,0.25,0.635663284
我相信如果我地一齊努力，你會感覺更好。我而家好想再問一D問題，可唔可以啊？,0.5,0.23,0.921207566
Thank you 你同我分享。我仲有幾個問題想問，咁可以俾我更加知道可以點樣幫你。,0.5,0.21,0.924151322
我好開心你同我分享。我而家可以問一D問題嚟make sure我understand個situation嗎？,0.5,0.07,0.464111236
Thank you 你嘅誠實，我知道呢個可能好難。我仲有幾個問題想問，咁可以俾我更加知道可以點樣幫你。,1,0.24,0.635663284
多謝你俾我知道。我想問多幾個問題嚟更加了解你。,0.5,0.36,0.889640486
多謝你同我分享關於你嘅嘢。我而家想再問你一D問題，咁可以俾我知道可以點樣幫你。,0.5,0.17,0.623074032
希望係我嘅幫助吓你會感覺好咗。等我深入咁了解一下呢個問題嘅根源。,0.5,0.15,0.959288488
多謝你嘅回覆。我可以問一D額外嘅信息嚟幫我更加好咁理解你嘅嬲嗎？,0.5,0.16,0.867280471
Thank you ！真係好有幫助。如果你ok嘅話，我想再問多幾個問題。,0.5,0.11,0.938870099
多謝你嘅分享，你有呢個情緒完全係正常嘅。而家，如果你唔介意嘅話，我想再問你一D問題更好咁了解你嘅情況。,1,0.22,0.907553551
好遺憾你需要面對呢種情況。你介唔介意我再問你一D問題，咁我可以揾一個令你感覺更加好嘅練習。,1,0.18,0.775335087
Thank you 你咁有耐性嘅回答，我知道呢個可能好難。如果可以嘅話，我想再問一D問題，咁我就可以建議最好嘅練習。,1,0.28,0.635663284
,,,
我知道呢個可能好難，但係你有冇對某個人表達或感受過呢D強烈嘅情緒：,1,0.13,0.383940874
Thank you ，多謝你嘅耐心等待。你會唔會話你對某個人有強烈嘅感受或表達過以下任何一種情緒：,1,0.12,0.635663284
我好多謝你分享嘅感受。請問你係咪有過以下感受：,0.5,0.11,0.946323437
困難嘅情況會令我地嘅情緒感到緊張。你係咪有任何呢D強烈嘅感受和/或你向另一個人表達過：,1,0.12,0.810346987
我將向你展示一系列唔健康嘅情緒 。 如果你對生活中嘅人表達或經歷過以下任何一種情緒，請話俾我知：,0.5,0.18,0.26487536
困難嘅情況會影響我地嘅感受同行為。你係咪發現自己對其他人有以下情緒：,1,0.19,0.635663284
我理解你嘅感受，我會努力咁幫你克服佢。你係咪對某個人有強烈嘅感受或表達過以下任何一種情緒：,1,0.17,0.889640486
Thank you！我想如果我地能夠理解我地嘅負面情緒並向佢地學習，即使係負面情緒也可以幫助我地成長。你最近有冇對你認識嘅任何人表達過以下任何情緒：,1,0.26,0.623074032
Thank you 你對我嘅信任，我而家想知道你最近係處理乜情緒。你可以話俾我知你係咪有過以下任何一種情緒：,1,0.2,0.924151322
我地有時可能會經歷一D我地可能會唔敢承認嘅困難情緒，但呢個係完全正常嘅，重點嘅係我地識得識別並處理佢地。你可以話俾我知你係咪感受到或表達了以下任何一種情緒：,1,0.23,0.924151322
我想問你關於你可能感受到嘅負面情緒。有時感覺到佢地係完全正常嘅，但重要嘅係我地係佢地掌控我地嘅生活之前學會識別佢地。諗吓你最近，你係咪有時對某個人有以下任何情緒：,1,0.22,0.943504948
有時我地係某D情況吓感覺非常強烈。你係咪對生活中嘅某個人有過以下任何一種情緒：,1,0.16,0.886258299
好遺憾聽到你感覺唔好，我想通過更多調查嚟幫你。你係咪表達過或經歷過以下任何負面情緒：,1,0.15,0.635663284
我地都會感受到某些情緒，但如果我地專注於佢地或根據佢地採取行動，咁可能係唔健康嘅。最近幾日，你係咪對以下任何情緒感到非常強烈或向其他人表達過呢D情緒：,1,0.22,0.383940874
呢個當然唔係一個理想嘅情況，如果可以嘅話，我想進一步調查你嘅情緒狀態。你係咪對任何特定嘅人有過以下強烈嘅情緒：,1,0.2,0.912689465
理解我地嘅情緒可能好難。你係咪會話你對以下情緒有任何強烈嘅感受或表達：,1,0.19,0.862708255
我知道呢個可能好難，但你可以話俾我知更多關於你嘅情緒嗎？我想知道你係咪對另一個人有過以下情緒：,1,0.24,0.956031567
我地有時會感覺到我地認為唔好嘅情緒，感受呢D情緒係可以嘅，因爲我地總有一日會感受到佢地。你係咪對某個人有強烈嘅感受或表達過以下任何一種情緒：,1,0.23,0.659777026
有時，我地可能會感受到我地並唔引以為豪嘅情緒，但識別佢地、接受佢地並理解佢地仍然好重要。請問你係咪對另一個人有以下情緒：,1,0.24,0.862708255
生活中有些時刻我地可能會體驗到我地並唔引以為豪嘅情緒，但冇問題，只要我地準備好向佢地學習。你會唔會話你最近有以下情緒：,1,0.25,0.848928974
請試對你而家嘅情緒坦白。你係咪認為你最近可能強烈感受到以下任何一種情緒：,0.5,0.22,0.933483653
Thank you ，你諗吓最近，你係咪有時會對某個人產生以下任何情緒：,0,0.07,0.904797695
我知道你正係經歷一個艱難嘅時刻，我相信深入了解呢D情緒嘅本質將幫助我了解最好嘅解決方案。你係咪曾經對一個人或多個人感到或表達過以下任何情緒：,1,0.24,0.759363648
你話俾我知你感到唔開心，而家我想更好咁了解你嘅情緒。你有冇強烈咁感受過，或者向其他人表達過以下情緒：,1,0.22,0.849993737
我跟住會俾你一個情緒嘅 list，請你諗吓，然後話俾我知你係咪對其中嘅任何一個有強烈嘅感受或對某個人表達過其中嘅任何一個情緒：,1,0.18,0.782287361
我理解你感到唔開心。除咗呢種感覺，你最近係咪亦都有對某個人有以下任何一種情緒：,0.5,0.2,0.7895528
我完全理解你嘅感受。如果我可以問，你係咪覺得你已經向某個人表達過以下任何情緒：,1,0.23,0.782851058
