content,label
我不想再有壓力了，雖然壓力只是一種感覺，但有時我還是無法抗拒我的邏輯思維和我內心的感受，這太奇怪了我無法控制自己,2
我符合生病的定義，為什麼我會感到內疚,0
我想我以一種奇怪的方式感到有點倖存者的內疚,2
我去 maaaaaaaadddd 我只是不斷檢查我的愚蠢手機順便說一句我愛我的手機感到精神上的折磨無法解釋這種新感覺但他讓我尖叫像 screeeeeeammmmmmm 我真的很喜歡你,2
我覺得我們在投票和/或支持被認為有爭議的領域時需要考慮,3
我覺得我除了患有嚴重的疾病之外體重增加了很多，因為我在第一次婚姻中很不3,0
我可以睡著了，布雷迪覺得我處於這種狀態很可怕,0
我還是覺得有點奇怪或格格不入我想我還沒有完全清醒,2
我開始感到憤怒，如果我真的很暴力，我會打我鄰居的好車停在我旁邊,1
我覺得有時感覺不被愛,0
我割傷了自己，我為此感到可悲,0
我感覺有點顫抖，我沒有精神力量寫博客,2
我知道我很幸運能擁有讓我如此熱愛並讓我非常滿足的東西,3
我希望她沒有故事要分享，但我很感激並且很榮幸能夠分享它,3
我感到壓力很大，我走進我的房間，彈了一會兒吉他,1
我感到非常苦惱，因為我今天上了體重秤並稱重了,2
我很猶豫,2
我感覺好像我確切地知道對瘋子有什麼期望,1
我實際上每天都感到懷疑,2
今天我真的不覺得那麼害怕 我想我正在前進,2
我對不久前被拒絕的感覺反應不佳,0
我很感激我多年來的經歷和取得的所有成就,3
我覺得查理是黑麥捕手的無辜年輕主角,3
我為你和你注定要過的生活感到難過,0
我已經覺得自己受到了懲罰,0
我總是對我在那裡寫的供公眾消費的東西相當謹慎，但我現在感到有點壓抑,2
我覺得我很有價值,3
我感到很欣慰，我不必再處理那些狗屎了,3
我覺得這更像是一個危險的地方，而不是一個居住的地方,1
我覺得把它留給我自己只會讓我們之間的事情變得好起來,3
我希望那些有焦慮抑鬱和不滿情緒的人也不一定要通過藥物來感覺更好,0
我比什麼都害怕,2
我可以說我太孤單了，因為我開始緊張起來，感覺可疑，就像我家裡有連環殺手一樣,2
我降落在開曼群島，經過幾個非常忙碌的幾周和一次有趣的飛行後，我感到有點厭倦,0
昨晚我做了一些噩夢，我失眠了，但我總是在沒有幫助的情況下感到煩躁，我沒有睡好，我感到有點緊張,1
我覺得他們之間最初的純真友誼已經穩步發展成更多的東西,3
我開始旅行時感到非常害怕,2
我很幸運能找到維薩盧斯，更幸運的是能在團隊中接管，因為我得到了很棒的領導,3
我一直在我生命的深處尋找敵人這麼久，現在我覺得我被嚇呆了，我站在原地,2
我感覺從你的嘴邊傳來一陣隱隱作痛的刺痛，我知道這意味著什麼,0
今晚我感到很傷心,0
我喝了我應得的桑格利亞汽酒，喝了兩杯龍舌蘭酒，到下午每個人都感覺棒極了,3
我原諒自己接受並允許自己創造和精力充沛的依賴和自以為是，因為從接受和允許的理由和驗證的起點餵養我的思想感受情感,3
我參加了我的最後一次考試，所以我在考試時感到緊張,2
我提前運送了幾瓶我自己的酒，這樣我就不會覺得自己像個笨蛋現身掠奪無辜的地窖,3
我在想所有的假設，當以撒在九號雲上行走時，我感到很緊張,2
我感到不安，我有這種緊迫感，就像在嬰兒出生前築巢一樣,1
我今天覺得好可笑,0
我為我的雙胞胎提前七週出生而感到內疚,0
我能感覺到鄰居們生氣了,1
我最近一直很煩躁，我不知道為什麼,2
我在生活的大部分方面都感到不滿意,1
我可以在這裡描述我的真實感受我對某些事情的看法閱讀您的建議和支持意見,3
我感到如此心煩意亂，我的思緒又到處亂七八糟了,1
我覺得這些天除了胖之外什麼都可以接受,3
我渴望看到他說彼得，即使說到這一點我確實感到害怕,2
我沒有打算這麼早回家，儘管這群人情緒低落，但我仍然從午睡中感到精力充沛,3
我現在有點害怕,2
我只是覺得很像，他是一個很好的例子,3
我一直覺得很苦,1
我一直很穩定，直到我在午餐前略微下降，但我一點也不感到顫抖或虛弱,2
當梅森靠近我的身體並且他的牙齒刮到我的胸部時，我能感覺到他很不舒服,2
我有一種最模糊的感覺，我喜歡更諷刺和病態的東西,1
我為自己不想為自己的選擇承擔責任而感到羞愧，卻又感到責任的沉重,0
我今天感覺很暴躁和脾氣暴躁,1
我拖著腳步走出檢查站，這就是我開始感到左腳一側隱隱作痛的地方,0
我為自己的損失感到悲痛，然後感到羞愧，因為這條小路擁有我生活的重要組成部分，我過得很好，我可以告訴別人關於耶穌的愛,0
老實說，我有點羨慕她，因為到目前為止，我的瑜伽練習中從未有過任何真正神奇的時刻,1
我不得不說，有時我確實感覺到我周圍的文化在與努力作鬥爭，但我很固執,1
我對整個前提感到有點懷疑,2
我感到如此無助和失落,2
我正在管理，也許問題是我感到脆弱或愚蠢，因為我非常依賴他人，但無法閱讀公共汽車站和車輛上的標誌是一個嚴重的小便,2
我總是唱你的歌，直到有點生氣，因為我想你,1
我覺得我已經獲得了令人討厭的大嘴的稱號 大嘴再次打擊的歌曲已經被提及,1
我已經為他感到難過，貓會很討厭,1
我認為這些女人最好睜著一隻眼睛睡覺，因為我有一種感覺，其他一些女人可能會試圖偷走這些帥哥,3
即使寫這篇文章，我也覺得非常虛榮和唯物主義，但去他媽的,0
我會說我的能量回來了，我感覺很棒,3
我不知道為什麼，但我昨晚對事情感到有點激動,2
我記得感覺很輕鬆,3
我沒有做得太糟糕，但是我今天感覺很暴躁，想吃掉我能找到的所有壞東西,1
我坐下我感到顫抖,2
我覺得還有很多勢利的打蠟我可能會做,1
我喜歡站在前面說我是一個冷酷無情無情的婊子可悲的是我和我一樣脆弱,1
我覺得當我對待自己化妝和漂亮的頭髮時，我覺得自己更有價值,3
我不園藝是因為我覺得工作壓力很大,2
我為我對她的行為感到無辜，但我從未意識到她的感情一定是因為我而受到傷害,3
我感到有點焦慮和害怕這樣做,2
我看到在美國發生的事情讓我心碎它並沒有剝奪我的心、意志和思想,0
我理解你的感受，你一定對我們人類過去所做的事情的輕視感到非常害怕和激動，但我不是來傷害你的,2
一個多星期前，我參加了我的第一堂冥想課，每當我感到分心、壓力、不安或只是需要平靜時，我就一直在練習它,1
我一定患有延遲笑點綜合症，因為直到我在飛機上思考荒謬的自由超越性別差異的想法時，我才終於在缺席的情況下做出了回應,2
我喜歡冒險，我穿著坦基尼,3
我生命中沒有人可以支持，但患有這種疾病有時感覺就像是最孤獨的地方,0
我以前從未在我的博客上談論過這個，我覺得把它放在那裡有點脆弱，但我想對你們我可愛的讀者誠實和開放，也許我在這篇文章中寫的東西會引起你們中的一個人的共鳴並幫助你在旅途中,2
我感到非常沮喪和沮喪，因為我吃得健康，鍛煉身體，體重甚至一盎司都沒有變化,1
我感到非常愚蠢，但我堅持這個頭銜，我邀請你加入我這個上帝獲勝的新世界,0
我不生氣 我只是覺得委屈和指責 那些與我不親近的人的感受 根本不重要 大多數時候你最親近的人傷害你最不就像我的進入如何傷害了別人,1
我不說我的感受我太害怕審判的眼睛所以我不,2
那天我覺得很藝術 我在兩次濃縮咖啡之間旋轉了一點杯子 我相信這是製作卡布奇諾的最佳方法嗎,3
我感到精力充沛並決心盡我所能完成挑戰,3
我離開時感覺很不穩定，可能是因為放鬆，主要是因為恐懼,2
我討厭走進我的房間，這實際上讓我感到非常痛苦,2
我覺得我的生活很糟糕，把這當作一種逃避,0
我覺得有些課程對我來說比其他課程更有價值，但總的來說有很多驚喜,3
我覺得自己很不重要，就像有人邀請你參加派對，你不出現誰在乎沒關係,0
我對自己所走的職業道路感到非常不確定,2
我感到平靜 神清氣爽 像老婦人一樣高興 默默許諾要履行巫術 沒有人會做你會做的事,3
我感到受到威脅，但不像其他男人在他們的特權被照亮時所做的那樣,2
當我很高興時，我無法掩飾我的感覺,3
我可能又得了妄想症，但我覺得我搞砸了一些小事並傷害了我所愛的人，因為我太關心我的問題而不關心他們,1
我感到壓力很大，感覺不到我的遊戲的最佳狀態我已經筋疲力盡了我的大腦一直在慢動作我一直在嘗試盡可能多地閱讀，以便我可以打電話給我未來的老闆並為任何事情做好準備,0
我現在使用兩種不同的吸入器，一種是長效的，一種是短效的，以防我白天仍然感覺很爛,0
考慮到我在 4 月所做的分區以及它比我想像的更讓我疲憊的事實，我對此感到2,2
我感到瘋狂和瘋狂，我只想說些什麼,2
我覺得最藝術和清醒,3
我一直想知道那會是什麼感覺，我很高興我能體驗到它,3
我迫不及待地想回家,1
我意識到我可以設定自己的節奏和距離而不會感到受折磨我開始將其納入我的日常生活,2
我感到特別自豪的是一個男孩的樣子贏得了這個挑戰,3
我自己還沒有看到清單，我今天感覺特別無精打采，但是從別人那裡聽到的，所以它一定是真的,0
我只是喜歡感覺像一條狗，無憂無慮的嬉戲和毛茸茸的,3
我覺得在我受夠了憤怒的部分中，他對自己大喊大叫，說一切都是多麼糟糕，這都是他的錯,1
我覺得，但奇怪的是，雖然兩者都沒有要求，但兩者都沒有讓步,2
我從噩夢中驚醒，很久沒有吃過,2
我想做一個幽默的假設性假設,3
我覺得我在踩水，直到聯邦調查局或司法部參與，但我很沮喪,0
我很害羞 p 張貼在 href http aditimitra 上,2
我現在正處於絕望的境地,0
我感到被人們討厭或至少不喜歡或不尊重,1
如果這只是一個孤立的事件，我不會對此感到厭煩，我討厭對藝術正在蓬勃發展的想法感到如此暴躁，以至於城市芭蕾舞的周六日場至少在上層非常暢銷部分,1
我感到非常榮幸,3
我感到很沮喪,0
我覺得尼克很特別,3
我對丟失它感到非常緊張 我將文件打印到紙上作為最後的安全保障,2
我從不在乎別人會怎麼想我太自私了但你還是給了我比我應得的更多的東西你讓一切都變得正確,1
我記得感到尷尬，不僅有人認出了我，還叫我這樣的名字,0
我下面的粗體字也有同樣不祥的語氣，我相信wingnuts會用它作為一個新的口號,3
我做了錯誤的假設，傑克會讓他覺得自己像個白痴，而 Odi 不喜歡感到尷尬和愚蠢,0
